StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q7,clicked,Create New Field or Choose From Dropdown...
2021-01-29 20:28:18,2021-01-29 20:30:28,IP Address,100,130,True,2021-01-29 20:30:29,R_3nSLik1uXxVQmFv,anonymous,EN,I agree to participate,70 - 80%,Yes,Always,Faculty,,0,
2021-01-29 21:49:19,2021-01-29 21:50:24,IP Address,100,64,True,2021-01-29 21:50:25,R_1BXe3H1BUyP8TE7,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Faculty,,0,
2021-01-29 23:32:45,2021-01-29 23:34:15,IP Address,100,89,True,2021-01-29 23:34:15,R_x9s6xcpw9zIQ79D,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-30 00:31:49,2021-01-30 00:32:48,IP Address,100,58,True,2021-01-30 00:32:48,R_ZqPcZpMWtoiZDXj,anonymous,EN,I agree to participate,30 - 40%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-30 00:49:38,2021-01-30 00:50:36,IP Address,100,57,True,2021-01-30 00:50:36,R_3iwk3HmYi2RoMYD,anonymous,EN,I agree to participate,60 - 70%,Yes,Never,Faculty,,0,
2021-01-30 00:59:52,2021-01-30 01:02:22,IP Address,100,150,True,2021-01-30 01:02:23,R_6kR38zCEoeOH8OJ,anonymous,EN,I agree to participate,10 - 20%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-30 01:51:41,2021-01-30 01:52:03,Spam,100,21,True,2021-01-30 01:52:03,R_2OIu7CjyxidGalC,anonymous,EN,I do not agree to participate,,,,,,0,
2021-01-30 02:35:44,2021-01-30 02:36:44,IP Address,100,60,True,2021-01-30 02:36:45,R_OJ4LMmGPyQ0LatX,anonymous,EN,I agree to participate,20 - 30%,Yes,75% or more of the time,Graduate Student,,0,
2021-01-30 02:46:00,2021-01-30 02:48:39,IP Address,100,159,True,2021-01-30 02:48:40,R_2doIiF4eJdnCvKq,anonymous,EN,I agree to participate,60 - 70%,Yes,Always,Faculty,,0,
2021-01-30 02:54:12,2021-01-30 02:55:15,IP Address,100,63,True,2021-01-30 02:55:16,R_1gtFCpRmz2c8HMB,anonymous,EN,I agree to participate,60 - 70%,Yes,Never,Faculty,,0,
2021-01-30 02:56:05,2021-01-30 02:56:40,IP Address,100,34,True,2021-01-30 02:56:40,R_2E5FQIpGEcIgPHw,anonymous,EN,I agree to participate,50 - 60%,Yes,75% or more of the time,Faculty,,0,
2021-01-30 02:52:31,2021-01-30 02:56:51,IP Address,100,260,True,2021-01-30 02:56:52,R_sjvXHJ1qHkOXkaJ,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Faculty,,0,
2021-01-29 15:32:35,2021-01-30 03:14:47,IP Address,100,42131,True,2021-01-30 03:14:47,R_2aXpmmJZMUkR1Vb,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Faculty,,0,
2021-01-30 03:15:12,2021-01-30 03:17:01,IP Address,100,109,True,2021-01-30 03:17:02,R_2uQwXqMCaLOQWSY,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Researcher outside academia,,0,
2021-01-30 03:16:25,2021-01-30 03:17:12,IP Address,100,46,True,2021-01-30 03:17:12,R_3rNVzcp4RDs2TYC,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-30 03:26:08,2021-01-30 03:26:48,IP Address,100,39,True,2021-01-30 03:26:49,R_pxXTCHfSI1f6O4h,anonymous,EN,I agree to participate,50 - 60%,No,,Researcher outside academia,,0,
2021-01-30 03:29:38,2021-01-30 03:30:28,IP Address,100,50,True,2021-01-30 03:30:29,R_2WUQz5s0pXXa3cZ,anonymous,EN,I agree to participate,10 - 20%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-30 03:53:29,2021-01-30 03:54:13,IP Address,100,43,True,2021-01-30 03:54:13,R_5do6mQtlFDRcmGt,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-30 04:43:37,2021-01-30 04:44:15,IP Address,100,37,True,2021-01-30 04:44:15,R_1daYnjh0aVAY8s3,anonymous,EN,I agree to participate,50 - 60%,No,,Faculty,,0,
2021-01-30 05:53:23,2021-01-30 05:53:54,IP Address,100,31,True,2021-01-30 05:53:54,R_UGPrzMmo3pD0MQ9,anonymous,EN,I agree to participate,20 - 30%,No,,Graduate Student,,0,
2021-01-30 07:22:46,2021-01-30 07:26:05,IP Address,100,199,True,2021-01-30 07:26:06,R_1EYUUClVrrR3Rc0,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Faculty,,0,
2021-01-30 07:47:49,2021-01-30 07:48:34,IP Address,100,45,True,2021-01-30 07:48:34,R_w0FGQVKDed4nnK9,anonymous,EN,I agree to participate,20 - 30%,Yes,Never,Post-doc,,0,
2021-01-30 08:20:33,2021-01-30 08:25:02,IP Address,100,268,True,2021-01-30 08:25:03,R_OIM2o4jESx7peWB,anonymous,EN,I agree to participate,40 - 50%,No,,Other,Vegetation ecologist (inventorying and ecological community mapping),0,
2021-01-30 08:38:12,2021-01-30 08:39:06,IP Address,100,53,True,2021-01-30 08:39:06,R_3ew6kcoXnbjT4qV,anonymous,EN,I agree to participate,80 - 90%,Yes,Less than 25% of the time,Researcher outside academia,,0,
2021-01-30 08:46:57,2021-01-30 08:48:02,IP Address,100,65,True,2021-01-30 08:48:03,R_3LXwCSyp9ZP8oxb,anonymous,EN,I agree to participate,60 - 70%,No,,Graduate Student,,0,
2021-01-30 08:51:41,2021-01-30 08:52:24,IP Address,100,43,True,2021-01-30 08:52:25,R_2EiACD9tRWoD2wY,anonymous,EN,I agree to participate,20 - 30%,Yes,Always,Faculty,,0,
2021-01-30 09:31:21,2021-01-30 09:32:24,IP Address,100,62,True,2021-01-30 09:32:24,R_30esyWrK3fHiEq1,anonymous,EN,I agree to participate,20 - 30%,Yes,Never,Graduate Student,,0,
2021-01-30 10:21:23,2021-01-30 10:23:23,IP Address,100,120,True,2021-01-30 10:23:23,R_3JKPnVSJhkHoxWR,anonymous,EN,I agree to participate,70 - 80%,Yes,75% or more of the time,Researcher outside academia,,0,
2021-01-30 10:56:29,2021-01-30 10:56:51,IP Address,100,21,True,2021-01-30 10:56:51,R_28CBfeDmdYKxL10,anonymous,EN,I agree to participate,30 - 40%,No,,Faculty,,0,
2021-01-30 11:02:20,2021-01-30 11:03:28,IP Address,100,68,True,2021-01-30 11:03:28,R_O3FFIYWJsmwxVMR,anonymous,EN,I agree to participate,40 - 50%,No,,Researcher outside academia,,0,
2021-01-30 11:10:02,2021-01-30 11:11:06,IP Address,100,63,True,2021-01-30 11:11:06,R_D2lIh6XfDso82Xv,anonymous,EN,I agree to participate,30 - 40%,Yes,25 - 50% of the time,Researcher outside academia,,0,
2021-01-30 11:09:27,2021-01-30 11:11:35,IP Address,100,128,True,2021-01-30 11:11:35,R_1j7zuul22EQMJHr,anonymous,EN,I agree to participate,80 - 90%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-30 11:32:28,2021-01-30 11:33:54,IP Address,100,86,True,2021-01-30 11:33:55,R_3Jqo1Mv7YU4Shg3,anonymous,EN,I agree to participate,40 - 50%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-30 11:54:36,2021-01-30 11:55:51,IP Address,100,74,True,2021-01-30 11:55:52,R_21jodSW2CtbyoTu,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-30 12:07:31,2021-01-30 12:08:40,IP Address,100,69,True,2021-01-30 12:08:40,R_RFj14z387UOLasp,anonymous,EN,I agree to participate,40 - 50%,Yes,75% or more of the time,Researcher outside academia,,0,
2021-01-30 13:39:07,2021-01-30 13:39:57,IP Address,100,49,True,2021-01-30 13:39:57,R_25GBpiSYlIsoFcJ,anonymous,EN,I agree to participate,80 - 90%,No,,Faculty,,0,
2021-01-30 14:18:06,2021-01-30 14:18:56,IP Address,100,50,True,2021-01-30 14:18:57,R_3NQf6wimJb5QYeW,anonymous,EN,I agree to participate,30 - 40%,Yes,Never,Post-doc,,0,
2021-01-30 14:37:49,2021-01-30 14:38:29,IP Address,100,39,True,2021-01-30 14:38:29,R_3oI0vtLPbT4bY1k,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-31 05:51:11,2021-01-31 05:52:17,IP Address,100,66,True,2021-01-31 05:52:18,R_3ea7wAya3IvXCxf,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Faculty,,0,
2021-01-31 07:03:34,2021-01-31 07:09:47,IP Address,100,372,True,2021-01-31 07:09:47,R_d5Yt2JiR1SzTn6F,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Researcher outside academia,,0,
2021-01-31 09:43:41,2021-01-31 09:45:01,IP Address,100,79,True,2021-01-31 09:45:01,R_W6bRi9d6OPUF7sR,anonymous,EN,I agree to participate,60 - 70%,Yes,50 - 75% of the time,Graduate Student,,0,
2021-01-31 11:03:23,2021-01-31 11:04:34,IP Address,100,71,True,2021-01-31 11:04:34,R_1kUNuDM5Dbu64vl,anonymous,EN,I agree to participate,50 - 60%,Yes,50 - 75% of the time,Researcher outside academia,,0,
2021-01-31 19:12:52,2021-01-31 19:13:35,IP Address,100,43,True,2021-01-31 19:13:36,R_ujIx3if2bwB7fGN,anonymous,EN,I agree to participate,60 - 70%,No,,Other,Intern,0,
2021-02-01 04:16:18,2021-02-01 04:23:08,IP Address,100,410,True,2021-02-01 04:23:09,R_2w16DeomZuuucSf,anonymous,EN,I agree to participate,60 - 70%,Yes,50 - 75% of the time,Researcher outside academia,,0,
2021-02-01 08:39:17,2021-02-01 08:40:37,IP Address,100,79,True,2021-02-01 08:40:37,R_2uUQkJBad1IO198,anonymous,EN,I agree to participate,60 - 70%,Yes,25 - 50% of the time,Graduate Student,,0,
2021-02-01 09:48:37,2021-02-01 09:50:44,IP Address,100,126,True,2021-02-01 09:50:45,R_3nwQqnD6mekd987,anonymous,EN,I agree to participate,60 - 70%,Yes,Always,Post-doc,,0,
2021-02-01 12:37:33,2021-02-01 12:38:22,IP Address,100,49,True,2021-02-01 12:38:22,R_DSF0efCRLME2bYd,anonymous,EN,I agree to participate,30 - 40%,Yes,Never,Graduate Student,,0,
2021-02-01 12:49:19,2021-02-01 12:50:28,IP Address,100,68,True,2021-02-01 12:50:28,R_2v7yD13oeijILOl,anonymous,EN,I agree to participate,50 - 60%,Yes,Always,Graduate Student,,0,
2021-02-01 13:33:17,2021-02-01 13:34:17,IP Address,100,60,True,2021-02-01 13:34:17,R_3hfPlAsr5pUJd49,anonymous,EN,I agree to participate,50 - 60%,Yes,50 - 75% of the time,Graduate Student,,0,
2021-02-02 02:59:53,2021-02-02 03:07:05,IP Address,100,431,True,2021-02-02 03:07:05,R_2X1moq1b7uj8bLo,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-02-02 07:00:56,2021-02-02 07:04:52,IP Address,100,235,True,2021-02-02 07:04:52,R_VI6knQhCXlNyQz7,anonymous,EN,I agree to participate,10 - 20%,Yes,Less than 25% of the time,Post-doc,,0,
2021-02-02 14:35:30,2021-02-02 14:36:42,IP Address,100,72,True,2021-02-02 14:36:42,R_3MlIEddVa5PGZ9f,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Other,environmental scientist for a state government,0,
2021-02-03 11:19:40,2021-02-03 11:40:09,IP Address,100,1229,True,2021-02-03 11:40:10,R_1IBpoRJjkzrQeUT,anonymous,EN,I agree to participate,80 - 90%,Yes,Never,Faculty,,0,
2021-02-03 11:19:46,2021-02-03 12:53:11,IP Address,100,5605,True,2021-02-03 12:53:11,R_pzcoL2OjQUhfJvz,anonymous,EN,I agree to participate,30 - 40%,Yes,Never,Faculty,,0,
2021-01-28 10:50:20,2021-01-28 10:52:07,Spam,17,106,False,2021-02-04 10:52:08,R_3npzqbG7bmUCLrO,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 11:13:37,2021-01-28 11:13:59,Spam,17,21,False,2021-02-04 11:14:00,R_2WVySOoI5jRns5O,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 11:14:23,2021-01-28 11:14:40,IP Address,17,17,False,2021-02-04 11:14:43,R_28B489m71AJKmIz,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 12:30:21,2021-01-28 12:30:33,Spam,17,11,False,2021-02-04 12:30:35,R_z0GdP7j6I8qVl5f,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 12:37:31,2021-01-28 12:37:45,Spam,17,13,False,2021-02-04 12:37:45,R_R8nEoq41CuxfFNn,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 14:34:52,2021-01-28 14:34:59,Spam,17,6,False,2021-02-04 14:35:02,R_PLGPPXrYhWMEtGh,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 16:07:09,2021-01-28 16:07:42,Spam,17,33,False,2021-02-04 16:07:43,R_1Q4VNOPvCix7bgf,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 16:11:28,2021-01-28 16:12:00,Spam,17,31,False,2021-02-04 16:12:04,R_OeBpLn5n10JElIB,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 16:15:29,2021-01-28 16:22:18,Spam,17,409,False,2021-02-04 16:22:19,R_eKcp1nirzO0sxwd,anonymous,EN,I agree to participate,,,,,,1,
2021-01-28 16:35:12,2021-01-28 16:35:30,Spam,17,18,False,2021-02-04 16:35:35,R_1IWTgLXeth6XfMT,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 16:40:40,2021-01-28 16:41:00,Spam,17,20,False,2021-02-04 16:41:06,R_qRrFPBBIIwydoqd,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 16:45:04,2021-01-28 16:45:09,Spam,17,5,False,2021-02-04 16:45:10,R_2ALpsHwjRWZr1Jv,anonymous,EN,I agree to participate,,,,,,1,
2021-01-28 16:55:27,2021-01-28 16:55:43,Spam,17,15,False,2021-02-04 16:55:44,R_DiutKXxFKIjKurL,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 17:02:41,2021-01-28 17:03:04,Spam,17,23,False,2021-02-04 17:03:05,R_tQYqJfe80VgAePv,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 17:10:08,2021-01-28 17:10:50,Spam,17,41,False,2021-02-04 17:10:50,R_3F4fFZ9NXA8IYas,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 17:45:47,2021-01-28 17:46:02,Spam,17,14,False,2021-02-04 17:46:03,R_3r7yo5dWNgXPnIl,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 18:26:04,2021-01-28 18:29:43,Spam,17,218,False,2021-02-04 18:29:48,R_3QJmfHWpzEJ7BYO,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 18:41:44,2021-01-28 18:42:02,Spam,17,17,False,2021-02-04 18:42:05,R_1OBpkV2fyrhck1n,anonymous,EN,I agree to participate,,,,,,0,
2021-01-28 19:31:37,2021-01-28 19:33:02,IP Address,67,84,False,2021-02-04 19:33:03,R_1erYHSiQ4A3VoqL,anonymous,EN,I agree to participate,40 - 50%,Yes,Always,,,0,
2021-02-04 20:39:14,2021-02-04 20:39:58,IP Address,100,44,True,2021-02-04 20:39:58,R_2ALHXbaY5iEm1Ly,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 23:25:32,2021-01-28 23:25:37,IP Address,17,4,False,2021-02-04 23:25:40,R_1hHhPxwOY83m8bL,anonymous,EN,,,,,,,0,
2021-01-28 23:37:52,2021-01-28 23:38:33,IP Address,50,40,False,2021-02-04 23:38:38,R_2doHchs7PeU4VH9,anonymous,EN,I agree to participate,80 - 90%,Yes,,,,0,
2021-01-29 02:03:05,2021-01-29 02:03:11,IP Address,17,5,False,2021-02-05 02:03:12,R_29agHJHleUMrHye,anonymous,EN,I agree to participate,,,,,,0,
2021-01-29 02:41:24,2021-01-29 02:41:30,Spam,17,5,False,2021-02-05 02:41:31,R_vrF4RmGVH1yD8lP,anonymous,EN,I agree to participate,,,,,,0,
2021-01-29 04:50:13,2021-01-29 04:50:19,Spam,17,6,False,2021-02-05 04:50:20,R_3lXgEkZJfNv3mJG,anonymous,EN,I agree to participate,,,,,,0,
2021-02-05 08:53:57,2021-02-05 08:57:11,IP Address,100,193,True,2021-02-05 08:57:12,R_23qbb5AdISx1uhj,anonymous,EN,I agree to participate,20 - 30%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-28 22:34:58,2021-01-29 09:48:06,IP Address,50,40388,False,2021-02-05 09:48:07,R_1CpvH0a25C2KZtu,anonymous,EN,I agree to participate,50 - 60%,Yes,,,,1,
2021-02-05 10:35:20,2021-02-05 10:37:20,IP Address,100,120,True,2021-02-05 10:37:21,R_1GIZNyg2ON8sBmC,anonymous,EN,I agree to participate,30 - 40%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-29 14:32:12,2021-01-29 14:32:29,Spam,17,16,False,2021-02-05 14:32:30,R_1IAzO0gKEYy4clL,anonymous,EN,I agree to participate,,,,,,0,
2021-02-05 16:40:30,2021-02-05 16:41:41,IP Address,100,70,True,2021-02-05 16:41:41,R_pu5KxnF2nwTD2H7,anonymous,EN,I agree to participate,50 - 60%,Yes,50 - 75% of the time,Graduate Student,,0,
2021-01-30 00:54:53,2021-01-30 00:55:09,IP Address,17,16,False,2021-02-06 00:55:12,R_2rvE3Aeo5tmrEF5,anonymous,EN,I agree to participate,,,,,,0,
2021-01-30 02:54:45,2021-01-30 02:55:51,IP Address,50,65,False,2021-02-06 02:55:52,R_3EuM4uQWIydJYD8,anonymous,EN,I agree to participate,60 - 70%,Yes,,,,0,
2021-01-30 07:43:58,2021-01-30 07:44:54,IP Address,33,55,False,2021-02-06 07:44:55,R_1mr8gtvitN9AkeZ,anonymous,EN,I agree to participate,40 - 50%,,,,,0,
2021-02-06 10:07:50,2021-02-06 10:09:04,IP Address,100,73,True,2021-02-06 10:09:04,R_3RmdyPq1OrhpGQM,anonymous,EN,I agree to participate,30 - 40%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-30 10:58:38,2021-01-30 10:58:47,Spam,17,9,False,2021-02-06 10:58:50,R_3Of8PPdXISg8reF,anonymous,EN,I agree to participate,,,,,,0,
2021-01-30 11:10:38,2021-01-30 11:11:05,Spam,17,26,False,2021-02-06 11:11:06,R_3fipes0JYFSnfr6,anonymous,EN,I agree to participate,,,,,,0,
2021-01-30 14:33:43,2021-01-30 14:34:45,IP Address,67,62,False,2021-02-06 14:34:48,R_XttNf2DdBOdxUyd,anonymous,EN,I agree to participate,20 - 30%,No,,,,0,
2021-02-01 02:57:22,2021-02-01 02:57:44,Spam,17,22,False,2021-02-08 02:57:45,R_2uJ1c8gk22ogKqs,anonymous,EN,I agree to participate,,,,,,0,
2021-02-08 15:06:15,2021-02-08 15:08:48,IP Address,100,153,True,2021-02-08 15:08:50,R_Ck3SCKX7TUXWUPn,anonymous,EN,I agree to participate,70 - 80%,Yes,75% or more of the time,Faculty,,0,
2021-02-08 15:09:11,2021-02-08 15:10:03,IP Address,100,51,True,2021-02-08 15:10:03,R_25HsoAhCBecVVnn,anonymous,EN,I agree to participate,90 - 100%,No,,Post-doc,,0,
2021-02-08 15:23:41,2021-02-08 15:25:00,IP Address,100,79,True,2021-02-08 15:25:01,R_Zlz49Y1eWa7SoJH,anonymous,EN,I agree to participate,30 - 40%,Yes,25 - 50% of the time,Graduate Student,,0,
2021-02-08 19:27:16,2021-02-08 19:28:03,IP Address,100,46,True,2021-02-08 19:28:03,R_3RmAqEVXOOgDwil,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Post-doc,,0,
2021-02-08 19:42:40,2021-02-08 19:43:25,IP Address,100,44,True,2021-02-08 19:43:25,R_1LUwpodkbrL2OCZ,anonymous,EN,I agree to participate,50 - 60%,No,,Researcher outside academia,,0,
2021-02-09 03:54:00,2021-02-09 03:55:21,IP Address,100,80,True,2021-02-09 03:55:21,R_XS6D5DmU1sZ7mw1,anonymous,EN,I agree to participate,80 - 90%,Yes,75% or more of the time,Faculty,,0,
2021-02-09 06:28:44,2021-02-10 11:55:23,IP Address,100,105998,True,2021-02-10 11:55:23,R_2fANnfnodou7Edd,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Faculty,,0,
2021-02-03 11:19:42,2021-02-03 12:48:16,Spam,17,5313,False,2021-02-10 12:48:17,R_1hYCZeajfn6f50K,anonymous,EN,I agree to participate,,,,,,0,
2021-02-12 12:10:37,2021-02-12 12:10:52,IP Address,100,14,True,2021-02-12 12:10:53,R_3Rjy2NCTaWNFKA5,anonymous,EN,I do not agree to participate,,,,,,0,
